user_1,user_2,sim
0,0,0.0
0,1,0.6
0,2,0.6
0,3,0.6
0,4,0.6
0,5,0.6
0,6,0.6
0,7,0.7
0,8,0.6
0,9,0.6
0,10,0.6
0,11,0.6
0,12,0.6
0,13,0.7
0,14,0.6
0,15,0.7
0,16,0.6
0,17,0.6
0,18,0.6
0,19,0.5
0,20,0.6
0,21,0.6
0,22,0.6
0,23,0.6
0,24,0.5
0,25,0.7
0,26,0.6
0,27,0.6
0,28,0.6
0,29,0.6
0,30,0.6
0,31,0.6
0,32,0.6
0,33,0.6
0,34,0.5
0,35,0.8
0,36,0.8
0,37,0.6
0,38,0.6
0,39,0.6
0,40,0.8
0,41,0.6
0,42,0.6
0,43,0.6
0,44,0.6
0,45,0.6
0,46,0.6
0,47,0.5
0,48,0.6
0,49,0.8
0,50,0.7
0,51,0.6
0,52,0.6
0,53,0.6
0,54,0.8
0,55,0.6
0,56,0.6
0,57,0.8
0,58,0.6
0,59,0.6
0,60,0.6
0,61,0.6
0,62,0.6
0,63,0.6
0,64,0.5
0,65,0.6
0,66,0.6
0,67,0.5
0,68,0.6
0,69,0.6
0,70,0.8
0,71,0.6
0,72,0.6
0,73,0.7
0,74,0.6
0,75,0.8
0,76,0.5
0,77,0.6
0,78,0.7
0,79,0.6
0,80,0.5
0,81,0.6
0,82,0.5
0,83,0.8
0,84,0.6
0,85,0.6
0,86,0.8
0,87,0.5
0,88,0.6
0,89,0.6
0,90,0.6
0,91,0.6
0,92,0.6
0,93,0.7
0,94,0.6
0,95,0.6
0,96,0.5
0,97,0.5
0,98,0.6
0,99,0.6
0,100,0.7
0,101,0.5
0,102,0.6
0,103,0.6
0,104,0.6
0,105,0.6
0,106,0.6
0,107,0.6
0,108,0.6
0,109,0.7
0,110,0.5
0,111,0.6
0,112,0.6
0,113,0.7
0,114,0.6
0,115,0.6
0,116,0.5
0,117,0.6
0,118,0.5
0,119,0.6
0,120,0.5
0,121,0.6
0,122,0.8
0,123,0.6
0,124,0.6
0,125,0.6
0,126,0.6
0,127,0.5
0,128,0.8
0,129,0.5
0,130,0.7
0,131,0.7
0,132,0.7
0,133,0.5
0,134,0.6
0,135,0.6
0,136,0.6
0,137,0.7
0,138,0.5
0,139,0.7
0,140,0.7
0,141,0.6
0,142,0.5
0,143,0.6
0,144,0.6
0,145,0.6
0,146,0.7
0,147,0.6
0,148,0.5
0,149,0.5
0,150,0.6
0,151,0.6
0,152,0.6
0,153,0.6
0,154,0.6
0,155,0.5
0,156,0.8
0,157,0.5
0,158,0.6
0,159,0.6
0,160,0.5
0,161,0.6
0,162,0.6
0,163,0.5
0,164,0.6
0,165,0.6
0,166,0.8
0,167,0.5
0,168,0.5
0,169,0.6
0,170,0.6
0,171,0.6
0,172,0.8
0,173,0.8
0,174,0.5
0,175,0.6
0,176,0.6
0,177,0.6
0,178,0.6
0,179,0.7
0,180,0.6
0,181,0.6
0,182,0.5
0,183,0.6
0,184,0.5
0,185,0.6
0,186,0.6
0,187,0.5
0,188,0.6
0,189,0.6
0,190,0.6
0,191,0.6
0,192,0.6
0,193,0.6
0,194,0.6
0,195,0.6
0,196,0.8
0,197,0.5
0,198,0.6
0,199,0.6
0,200,0.6
0,201,0.6
0,202,0.7
0,203,0.6
0,204,0.6
0,205,0.6
0,206,0.6
0,207,0.6
0,208,0.6
0,209,0.5
0,210,0.6
0,211,0.5
0,212,0.6
0,213,0.5
0,214,0.8
0,215,0.5
0,216,0.8
0,217,0.6
0,218,0.5
0,219,0.6
0,220,0.6
0,221,0.6
0,222,0.6
0,223,0.7
0,224,0.7
0,225,0.7
0,226,0.5
0,227,0.6
0,228,0.6
0,229,0.6
0,230,0.6
0,231,0.6
0,232,0.5
0,233,0.6
0,234,0.6
0,235,0.6
0,236,0.7
0,237,0.8
0,238,0.7
0,239,0.6
0,240,0.6
0,241,0.7
0,242,0.6
0,243,0.5
0,244,0.5
0,245,0.6
0,246,0.6
0,247,0.6
0,248,0.6
0,249,0.5
0,250,0.7
0,251,0.6
0,252,0.6
0,253,0.6
0,254,0.6
0,255,0.6
0,256,0.6
0,257,0.6
0,258,0.6
0,259,0.6
0,260,0.6
0,261,0.8
0,262,0.6
0,263,0.7
0,264,0.5
0,265,0.6
0,266,0.6
0,267,0.6
0,268,0.6
0,269,0.8
0,270,0.7
0,271,0.6
0,272,0.6
0,273,0.6
0,274,0.6
0,275,0.5
0,276,0.6
0,277,0.6
0,278,0.5
0,279,0.6
0,280,0.8
0,281,0.6
0,282,0.6
0,283,0.6
0,284,0.8
0,285,0.7
0,286,0.5
0,287,0.8
0,288,0.8
0,289,0.6
0,290,0.6
0,291,0.6
1,0,0.6
1,1,0.0
1,2,0.6
1,3,0.7
1,4,0.6
1,5,0.7
1,6,0.6
1,7,0.8
1,8,0.6
1,9,0.7
1,10,0.7
1,11,0.7
1,12,0.6
1,13,0.7
1,14,0.7
1,15,0.6
1,16,0.7
1,17,0.6
1,18,0.6
1,19,0.6
1,20,0.7
1,21,0.7
1,22,0.6
1,23,0.6
1,24,0.6
1,25,0.6
1,26,0.6
1,27,0.6
1,28,0.6
1,29,0.7
1,30,0.7
1,31,0.7
1,32,0.6
1,33,0.6
1,34,0.6
1,35,0.6
1,36,0.6
1,37,0.7
1,38,0.6
1,39,0.6
1,40,0.6
1,41,0.7
1,42,0.6
1,43,0.6
1,44,0.6
1,45,0.6
1,46,0.8
1,47,0.6
1,48,0.7
1,49,0.6
1,50,0.7
1,51,0.7
1,52,0.7
1,53,0.7
1,54,0.6
1,55,0.6
1,56,0.7
1,57,0.6
1,58,0.6
1,59,0.8
1,60,0.6
1,61,0.7
1,62,0.7
1,63,0.6
1,64,0.6
1,65,0.6
1,66,0.6
1,67,0.6
1,68,0.6
1,69,0.7
1,70,0.6
1,71,0.6
1,72,0.6
1,73,0.6
1,74,0.6
1,75,0.6
1,76,0.6
1,77,0.7
1,78,0.7
1,79,0.6
1,80,0.6
1,81,0.7
1,82,0.7
1,83,0.6
1,84,0.7
1,85,0.6
1,86,0.6
1,87,0.6
1,88,0.7
1,89,0.6
1,90,0.6
1,91,0.6
1,92,0.6
1,93,0.7
1,94,0.7
1,95,0.8
1,96,0.6
1,97,0.7
1,98,0.7
1,99,0.6
1,100,0.8
1,101,0.6
1,102,0.6
1,103,0.7
1,104,0.7
1,105,0.6
1,106,0.7
1,107,0.7
1,108,0.6
1,109,0.7
1,110,0.5
1,111,0.6
1,112,0.7
1,113,0.6
1,114,0.7
1,115,0.6
1,116,0.6
1,117,0.8
1,118,0.5
1,119,0.7
1,120,0.6
1,121,0.6
1,122,0.6
1,123,0.6
1,124,0.7
1,125,0.5
1,126,0.7
1,127,0.6
1,128,0.6
1,129,0.7
1,130,0.7
1,131,0.7
1,132,0.7
1,133,0.6
1,134,0.6
1,135,0.7
1,136,0.6
1,137,0.8
1,138,0.6
1,139,0.7
1,140,0.7
1,141,0.6
1,142,0.6
1,143,0.6
1,144,0.7
1,145,0.7
1,146,0.7
1,147,0.7
1,148,0.7
1,149,0.7
1,150,0.7
1,151,0.7
1,152,0.8
1,153,0.6
1,154,0.7
1,155,0.7
1,156,0.6
1,157,0.6
1,158,0.5
1,159,0.7
1,160,0.6
1,161,0.6
1,162,0.7
1,163,0.6
1,164,0.6
1,165,0.6
1,166,0.6
1,167,0.5
1,168,0.6
1,169,0.7
1,170,0.7
1,171,0.7
1,172,0.6
1,173,0.6
1,174,0.6
1,175,0.7
1,176,0.5
1,177,0.7
1,178,0.6
1,179,0.6
1,180,0.6
1,181,0.6
1,182,0.7
1,183,0.6
1,184,0.7
1,185,0.6
1,186,0.6
1,187,0.5
1,188,0.7
1,189,0.7
1,190,0.6
1,191,0.6
1,192,0.6
1,193,0.7
1,194,0.6
1,195,0.8
1,196,0.6
1,197,0.6
1,198,0.7
1,199,0.7
1,200,0.7
1,201,0.7
1,202,0.7
1,203,0.7
1,204,0.8
1,205,0.7
1,206,0.7
1,207,0.7
1,208,0.6
1,209,0.6
1,210,0.6
1,211,0.6
1,212,0.7
1,213,0.7
1,214,0.6
1,215,0.6
1,216,0.6
1,217,0.6
1,218,0.6
1,219,0.6
1,220,0.7
1,221,0.7
1,222,0.6
1,223,0.7
1,224,0.6
1,225,0.8
1,226,0.6
1,227,0.6
1,228,0.6
1,229,0.7
1,230,0.7
1,231,0.7
1,232,0.6
1,233,0.7
1,234,0.6
1,235,0.6
1,236,0.6
1,237,0.6
1,238,0.7
1,239,0.6
1,240,0.7
1,241,0.6
1,242,0.7
1,243,0.6
1,244,0.6
1,245,0.7
1,246,0.6
1,247,0.7
1,248,0.7
1,249,0.6
1,250,0.8
1,251,0.6
1,252,0.6
1,253,0.7
1,254,0.7
1,255,0.7
1,256,0.7
1,257,0.6
1,258,0.6
1,259,0.7
1,260,0.6
1,261,0.6
1,262,0.7
1,263,0.6
1,264,0.7
1,265,0.7
1,266,0.7
1,267,0.7
1,268,0.7
1,269,0.6
1,270,0.7
1,271,0.7
1,272,0.7
1,273,0.6
1,274,0.6
1,275,0.5
1,276,0.6
1,277,0.7
1,278,0.6
1,279,0.6
1,280,0.6
1,281,0.7
1,282,0.6
1,283,0.6
1,284,0.6
1,285,0.7
1,286,0.6
1,287,0.6
1,288,0.6
1,289,0.6
1,290,0.7
1,291,0.6
2,0,0.6
2,1,0.6
2,2,0.0
2,3,0.6
2,4,0.6
2,5,0.7
2,6,0.6
2,7,0.6
2,8,0.6
2,9,0.6
2,10,0.6
2,11,0.7
2,12,0.5
2,13,0.7
2,14,0.6
2,15,0.5
2,16,0.6
2,17,0.5
2,18,0.7
2,19,0.6
2,20,0.6
2,21,0.6
2,22,0.6
2,23,0.7
2,24,0.6
2,25,0.6
2,26,0.6
2,27,0.7
2,28,0.6
2,29,0.7
2,30,0.6
2,31,0.6
2,32,0.6
2,33,0.6
2,34,0.6
2,35,0.6
2,36,0.6
2,37,0.7
2,38,0.6
2,39,0.6
2,40,0.6
2,41,0.7
2,42,0.6
2,43,0.6
2,44,0.6
2,45,0.6
2,46,0.6
2,47,0.5
2,48,0.7
2,49,0.6
2,50,0.7
2,51,0.5
2,52,0.6
2,53,0.6
2,54,0.6
2,55,0.6
2,56,0.7
2,57,0.6
2,58,0.7
2,59,0.7
2,60,0.6
2,61,0.6
2,62,0.6
2,63,0.6
2,64,0.5
2,65,0.6
2,66,0.6
2,67,0.6
2,68,0.6
2,69,0.7
2,70,0.6
2,71,0.6
2,72,0.6
2,73,0.6
2,74,0.6
2,75,0.6
2,76,0.6
2,77,0.7
2,78,0.6
2,79,0.6
2,80,0.6
2,81,0.5
2,82,0.6
2,83,0.6
2,84,0.6
2,85,0.7
2,86,0.6
2,87,0.6
2,88,0.6
2,89,0.5
2,90,0.6
2,91,0.6
2,92,0.5
2,93,0.7
2,94,0.6
2,95,0.6
2,96,0.6
2,97,0.6
2,98,0.7
2,99,0.6
2,100,0.6
2,101,0.6
2,102,0.7
2,103,0.6
2,104,0.7
2,105,0.7
2,106,0.6
2,107,0.7
2,108,0.6
2,109,0.6
2,110,0.6
2,111,0.6
2,112,0.6
2,113,0.6
2,114,0.7
2,115,0.6
2,116,0.6
2,117,0.7
2,118,0.6
2,119,0.6
2,120,0.6
2,121,0.6
2,122,0.6
2,123,0.6
2,124,0.6
2,125,0.6
2,126,0.6
2,127,0.6
2,128,0.6
2,129,0.6
2,130,0.7
2,131,0.7
2,132,0.7
2,133,0.6
2,134,0.5
2,135,0.6
2,136,0.6
2,137,0.7
2,138,0.6
2,139,0.7
2,140,0.6
2,141,0.7
2,142,0.6
2,143,0.7
2,144,0.6
2,145,0.6
2,146,0.6
2,147,0.6
2,148,0.6
2,149,0.6
2,150,0.6
2,151,0.6
2,152,0.7
2,153,0.6
2,154,0.6
2,155,0.5
2,156,0.6
2,157,0.5
2,158,0.6
2,159,0.6
2,160,0.6
2,161,0.6
2,162,0.7
2,163,0.6
2,164,0.7
2,165,0.6
2,166,0.6
2,167,0.6
2,168,0.6
2,169,0.7
2,170,0.6
2,171,0.6
2,172,0.6
2,173,0.6
2,174,0.7
2,175,0.6
2,176,0.6
2,177,0.6
2,178,0.7
2,179,0.6
2,180,0.6
2,181,0.7
2,182,0.6
2,183,0.6
2,184,0.6
2,185,0.6
2,186,0.6
2,187,0.6
2,188,0.6
2,189,0.7
2,190,0.6
2,191,0.6
2,192,0.5
2,193,0.6
2,194,0.6
2,195,0.7
2,196,0.6
2,197,0.6
2,198,0.7
2,199,0.6
2,200,0.6
2,201,0.6
2,202,0.7
2,203,0.6
2,204,0.6
2,205,0.7
2,206,0.6
2,207,0.7
2,208,0.6
2,209,0.6
2,210,0.7
2,211,0.6
2,212,0.5
2,213,0.6
2,214,0.6
2,215,0.6
2,216,0.6
2,217,0.7
2,218,0.6
2,219,0.5
2,220,0.6
2,221,0.7
2,222,0.6
2,223,0.6
2,224,0.6
2,225,0.7
2,226,0.6
2,227,0.6
2,228,0.6
2,229,0.6
2,230,0.6
2,231,0.6
2,232,0.6
2,233,0.6
2,234,0.7
2,235,0.5
2,236,0.6
2,237,0.6
2,238,0.6
2,239,0.6
2,240,0.7
2,241,0.6
2,242,0.6
2,243,0.6
2,244,0.6
2,245,0.6
2,246,0.6
2,247,0.7
2,248,0.7
2,249,0.5
2,250,0.6
2,251,0.6
2,252,0.5
2,253,0.6
2,254,0.6
2,255,0.6
2,256,0.7
2,257,0.6
2,258,0.6
2,259,0.6
2,260,0.6
2,261,0.6
2,262,0.6
2,263,0.6
2,264,0.5
2,265,0.6
2,266,0.7
2,267,0.6
2,268,0.7
2,269,0.6
2,270,0.6
2,271,0.6
2,272,0.7
2,273,0.6
2,274,0.6
2,275,0.6
2,276,0.6
2,277,0.7
2,278,0.6
2,279,0.6
2,280,0.6
